inspection_id,order_id,product,plant,inspection_date,batch_size,defects_found,defect_type,inspector_id,passed,defect_rate
INS_00223,ORD_00223,Control Panel,Plant_Chennai,2024-01-07,1393,53,Functional,INS_EMP_05,0,0.038
INS_00224,ORD_00224,Control Panel,Plant_Pune,2023-05-27,1310,22,Assembly Error,INS_EMP_04,0,0.0168
INS_00225,ORD_00225,Drive Shaft,Plant_Pune,2023-04-29,726,55,Functional,INS_EMP_08,0,0.0758
INS_00226,ORD_00226,Drive Shaft,Plant_Delhi,2024-05-26,458,0,None,INS_EMP_03,1,0.0
INS_00227,ORD_00227,PCB Assembly,Plant_Pune,2024-07-27,1530,0,None,INS_EMP_10,1,0.0
INS_00228,ORD_00228,Drive Shaft,Plant_Delhi,2024-05-30,1968,72,Functional,INS_EMP_01,0,0.0366
INS_00229,ORD_00229,Control Panel,Plant_Ahmedabad,2024-09-15,1951,125,Dimensional,INS_EMP_09,0,0.0641
INS_00230,ORD_00230,Hydraulic Pump,Plant_Pune,2024-05-05,444,17,Surface Finish,INS_EMP_08,0,0.0383
INS_00231,ORD_00231,PCB Assembly,Plant_Chennai,2023-11-20,1431,18,Dimensional,INS_EMP_07,0,0.0126
INS_00232,ORD_00232,Drive Shaft,Plant_Chennai,2024-11-22,428,24,Assembly Error,INS_EMP_01,1,0.0561
INS_00233,ORD_00233,Drive Shaft,Plant_Chennai,2024-04-29,596,4,Dimensional,INS_EMP_06,0,0.0067
INS_00234,ORD_00234,Hydraulic Pump,Plant_Delhi,2023-03-29,292,4,Dimensional,INS_EMP_10,1,0.0137
INS_00235,ORD_00235,Suspension Unit,Plant_Chennai,2024-10-01,498,12,Dimensional,INS_EMP_08,0,0.0241
INS_00236,ORD_00236,Suspension Unit,Plant_Delhi,2024-05-24,1150,41,Dimensional,INS_EMP_03,1,0.0357
INS_00237,ORD_00237,Control Panel,Plant_Pune,2024-07-19,790,48,Dimensional,INS_EMP_01,1,0.0608
INS_00238,ORD_00238,Suspension Unit,Plant_Ahmedabad,2023-06-11,721,53,Surface Finish,INS_EMP_08,0,0.0735
INS_00239,ORD_00239,Suspension Unit,Plant_Delhi,2024-04-29,163,0,None,INS_EMP_03,1,0.0
INS_00240,ORD_00240,Clutch Kit,Plant_Delhi,2024-12-17,681,3,Surface Finish,INS_EMP_01,1,0.0044
INS_00241,ORD_00241,Wiring Harness,Plant_Delhi,2024-01-13,180,13,Dimensional,INS_EMP_07,1,0.0722
INS_00242,ORD_00242,Sensor Array,Plant_Ahmedabad,2023-07-31,327,1,Dimensional,INS_EMP_08,1,0.0031
INS_00243,ORD_00243,Sensor Array,Plant_Delhi,2024-01-25,1448,113,Dimensional,INS_EMP_09,1,0.078
INS_00244,ORD_00244,Drive Shaft,Plant_Chennai,2024-02-26,310,0,None,INS_EMP_06,1,0.0
INS_00245,ORD_00245,Gear Box,Plant_Chennai,2024-03-30,826,30,Functional,INS_EMP_03,1,0.0363
INS_00246,ORD_00246,Clutch Kit,Plant_Pune,2023-03-02,1402,76,Assembly Error,INS_EMP_09,0,0.0542
INS_00247,ORD_00247,Clutch Kit,Plant_Delhi,2024-09-04,964,45,Assembly Error,INS_EMP_03,1,0.0467
INS_00248,ORD_00248,Control Panel,Plant_Chennai,2023-09-17,494,31,Functional,INS_EMP_02,1,0.0628
INS_00249,ORD_00249,Hydraulic Pump,Plant_Pune,2023-12-14,1274,80,Dimensional,INS_EMP_09,0,0.0628
INS_00250,ORD_00250,PCB Assembly,Plant_Ahmedabad,2024-03-11,613,13,Assembly Error,INS_EMP_05,0,0.0212
INS_00251,ORD_00251,PCB Assembly,Plant_Pune,2024-11-13,830,10,Surface Finish,INS_EMP_01,1,0.012
INS_00252,ORD_00252,Gear Box,Plant_Ahmedabad,2023-08-04,1151,6,Functional,INS_EMP_03,1,0.0052
INS_00253,ORD_00253,Clutch Kit,Plant_Chennai,2024-03-14,1191,0,None,INS_EMP_10,1,0.0
INS_00254,ORD_00254,PCB Assembly,Plant_Delhi,2024-01-20,1146,29,Assembly Error,INS_EMP_03,0,0.0253
INS_00255,ORD_00255,Hydraulic Pump,Plant_Delhi,2024-09-19,1425,38,Assembly Error,INS_EMP_04,1,0.0267
INS_00256,ORD_00256,Clutch Kit,Plant_Ahmedabad,2023-05-27,1594,33,Assembly Error,INS_EMP_09,0,0.0207
INS_00257,ORD_00257,Hydraulic Pump,Plant_Chennai,2023-12-23,629,10,Functional,INS_EMP_07,0,0.0159
INS_00258,ORD_00258,Clutch Kit,Plant_Chennai,2024-06-10,251,9,Assembly Error,INS_EMP_09,1,0.0359
INS_00259,ORD_00259,Control Panel,Plant_Ahmedabad,2023-03-09,1819,110,Dimensional,INS_EMP_08,0,0.0605
INS_00260,ORD_00260,Control Panel,Plant_Chennai,2023-08-02,521,0,None,INS_EMP_09,1,0.0
INS_00261,ORD_00261,Gear Box,Plant_Pune,2024-11-14,1054,33,Surface Finish,INS_EMP_05,0,0.0313
INS_00262,ORD_00262,Drive Shaft,Plant_Delhi,2023-07-28,1364,0,None,INS_EMP_05,1,0.0
INS_00263,ORD_00263,Wiring Harness,Plant_Chennai,2024-10-17,189,6,Surface Finish,INS_EMP_04,1,0.0317
INS_00264,ORD_00264,Drive Shaft,Plant_Delhi,2024-11-08,1962,104,Functional,INS_EMP_03,0,0.053
INS_00265,ORD_00265,Drive Shaft,Plant_Ahmedabad,2024-02-29,84,3,Functional,INS_EMP_01,1,0.0357
INS_00266,ORD_00266,Sensor Array,Plant_Chennai,2023-04-28,354,9,Assembly Error,INS_EMP_01,1,0.0254
INS_00267,ORD_00267,Hydraulic Pump,Plant_Delhi,2024-02-02,990,58,Functional,INS_EMP_10,1,0.0586
INS_00268,ORD_00268,Gear Box,Plant_Delhi,2024-03-06,822,11,Functional,INS_EMP_06,1,0.0134
INS_00269,ORD_00269,Control Panel,Plant_Delhi,2024-11-19,728,14,Surface Finish,INS_EMP_10,0,0.0192
INS_00270,ORD_00270,Control Panel,Plant_Delhi,2024-12-30,1023,77,Dimensional,INS_EMP_01,1,0.0753
INS_00271,ORD_00271,Brake Assembly,Plant_Chennai,2023-01-26,1252,14,Functional,INS_EMP_01,1,0.0112
INS_00272,ORD_00272,Sensor Array,Plant_Ahmedabad,2023-09-25,1759,8,Functional,INS_EMP_10,0,0.0045
INS_00273,ORD_00273,Sensor Array,Plant_Ahmedabad,2024-06-22,758,7,Surface Finish,INS_EMP_02,0,0.0092
INS_00274,ORD_00274,Control Panel,Plant_Ahmedabad,2024-10-22,1654,130,Assembly Error,INS_EMP_07,0,0.0786
INS_00275,ORD_00275,Clutch Kit,Plant_Delhi,2024-12-18,1403,0,None,INS_EMP_01,1,0.0
INS_00276,ORD_00276,Sensor Array,Plant_Chennai,2023-06-22,1507,43,Surface Finish,INS_EMP_05,1,0.0285
INS_00277,ORD_00277,Brake Assembly,Plant_Pune,2023-01-18,960,7,Assembly Error,INS_EMP_03,0,0.0073
INS_00278,ORD_00278,Control Panel,Plant_Delhi,2024-08-13,1099,52,Dimensional,INS_EMP_10,1,0.0473
INS_00279,ORD_00279,Control Panel,Plant_Pune,2023-12-29,838,41,Surface Finish,INS_EMP_05,0,0.0489
INS_00280,ORD_00280,Wiring Harness,Plant_Pune,2023-07-17,829,1,Surface Finish,INS_EMP_02,0,0.0012
INS_00281,ORD_00281,Hydraulic Pump,Plant_Pune,2024-04-01,912,57,Surface Finish,INS_EMP_06,1,0.0625
INS_00282,ORD_00282,Sensor Array,Plant_Ahmedabad,2024-10-02,987,2,Dimensional,INS_EMP_03,1,0.002
INS_00283,ORD_00283,Gear Box,Plant_Chennai,2023-12-25,1720,21,Dimensional,INS_EMP_06,0,0.0122
INS_00284,ORD_00284,Hydraulic Pump,Plant_Ahmedabad,2024-12-21,1031,28,Functional,INS_EMP_03,1,0.0272
INS_00285,ORD_00285,Suspension Unit,Plant_Pune,2023-12-15,624,0,None,INS_EMP_05,1,0.0
INS_00286,ORD_00286,Clutch Kit,Plant_Ahmedabad,2023-07-28,1622,87,Assembly Error,INS_EMP_01,1,0.0536
INS_00287,ORD_00287,Gear Box,Plant_Ahmedabad,2024-03-18,1072,6,Functional,INS_EMP_08,0,0.0056
INS_00288,ORD_00288,Control Panel,Plant_Delhi,2024-04-26,1031,25,Assembly Error,INS_EMP_03,1,0.0242
INS_00289,ORD_00289,Gear Box,Plant_Delhi,2024-09-23,1922,0,None,INS_EMP_09,1,0.0
INS_00290,ORD_00290,Control Panel,Plant_Pune,2024-01-03,931,46,Dimensional,INS_EMP_10,1,0.0494
INS_00291,ORD_00291,Sensor Array,Plant_Delhi,2024-02-22,1631,60,Dimensional,INS_EMP_02,0,0.0368
INS_00292,ORD_00292,Sensor Array,Plant_Chennai,2023-11-15,1935,101,Dimensional,INS_EMP_05,0,0.0522
INS_00293,ORD_00293,Sensor Array,Plant_Delhi,2023-08-19,1039,2,Functional,INS_EMP_04,0,0.0019
INS_00294,ORD_00294,Clutch Kit,Plant_Pune,2025-01-03,96,3,Dimensional,INS_EMP_06,0,0.0312
INS_00295,ORD_00295,Gear Box,Plant_Pune,2023-12-25,923,28,Dimensional,INS_EMP_07,0,0.0303
INS_00296,ORD_00296,PCB Assembly,Plant_Delhi,2023-02-25,1307,0,None,INS_EMP_10,1,0.0
INS_00297,ORD_00297,Control Panel,Plant_Pune,2023-11-09,1491,9,Functional,INS_EMP_02,1,0.006
INS_00298,ORD_00298,Sensor Array,Plant_Ahmedabad,2023-08-07,283,0,None,INS_EMP_02,1,0.0
INS_00299,ORD_00299,Hydraulic Pump,Plant_Delhi,2024-08-30,762,42,Surface Finish,INS_EMP_06,0,0.0551
INS_00300,ORD_00300,Control Panel,Plant_Ahmedabad,2023-05-11,675,0,None,INS_EMP_06,1,0.0
INS_00301,ORD_00301,Gear Box,Plant_Pune,2023-06-12,835,32,Functional,INS_EMP_06,1,0.0383
INS_00302,ORD_00302,Drive Shaft,Plant_Ahmedabad,2023-06-01,694,3,Surface Finish,INS_EMP_06,1,0.0043
INS_00303,ORD_00303,PCB Assembly,Plant_Ahmedabad,2024-02-18,1085,5,Dimensional,INS_EMP_01,1,0.0046
INS_00304,ORD_00304,Hydraulic Pump,Plant_Pune,2023-04-16,113,1,Assembly Error,INS_EMP_01,1,0.0088
INS_00305,ORD_00305,Control Panel,Plant_Delhi,2023-07-19,986,0,None,INS_EMP_07,1,0.0
INS_00306,ORD_00306,Wiring Harness,Plant_Pune,2023-10-29,1162,0,None,INS_EMP_01,1,0.0
INS_00307,ORD_00307,Hydraulic Pump,Plant_Chennai,2024-11-27,556,35,Dimensional,INS_EMP_07,1,0.0629
INS_00308,ORD_00308,Sensor Array,Plant_Ahmedabad,2023-05-28,1712,68,Assembly Error,INS_EMP_01,0,0.0397
INS_00309,ORD_00309,Sensor Array,Plant_Chennai,2023-06-20,473,33,Assembly Error,INS_EMP_05,0,0.0698
INS_00310,ORD_00310,Brake Assembly,Plant_Pune,2023-07-05,1491,85,Surface Finish,INS_EMP_04,1,0.057
INS_00311,ORD_00311,Gear Box,Plant_Chennai,2023-11-10,1393,75,Functional,INS_EMP_06,0,0.0538
INS_00312,ORD_00312,Wiring Harness,Plant_Delhi,2024-05-23,1232,1,Dimensional,INS_EMP_07,1,0.0008
INS_00313,ORD_00313,Wiring Harness,Plant_Chennai,2024-07-07,619,25,Assembly Error,INS_EMP_03,1,0.0404
INS_00314,ORD_00314,Control Panel,Plant_Ahmedabad,2023-05-02,988,2,Functional,INS_EMP_04,0,0.002
INS_00315,ORD_00315,Suspension Unit,Plant_Pune,2023-08-23,599,1,Functional,INS_EMP_02,1,0.0017
INS_00316,ORD_00316,Drive Shaft,Plant_Delhi,2024-01-11,1611,98,Surface Finish,INS_EMP_06,1,0.0608
INS_00317,ORD_00317,Hydraulic Pump,Plant_Pune,2024-04-15,926,51,Surface Finish,INS_EMP_03,1,0.0551
INS_00318,ORD_00318,Drive Shaft,Plant_Ahmedabad,2024-11-15,562,30,Dimensional,INS_EMP_09,1,0.0534
INS_00319,ORD_00319,Brake Assembly,Plant_Pune,2024-04-07,236,2,Surface Finish,INS_EMP_03,0,0.0085
INS_00320,ORD_00320,PCB Assembly,Plant_Pune,2024-07-09,961,29,Surface Finish,INS_EMP_05,1,0.0302
INS_00321,ORD_00321,Sensor Array,Plant_Chennai,2023-09-07,232,3,Dimensional,INS_EMP_01,0,0.0129
INS_00322,ORD_00322,Suspension Unit,Plant_Pune,2023-06-09,1436,0,None,INS_EMP_01,1,0.0
INS_00323,ORD_00323,Clutch Kit,Plant_Delhi,2023-08-30,1582,108,Assembly Error,INS_EMP_01,1,0.0683
INS_00324,ORD_00324,Gear Box,Plant_Pune,2023-05-28,1545,1,Surface Finish,INS_EMP_09,1,0.0006
INS_00325,ORD_00325,Hydraulic Pump,Plant_Pune,2023-10-02,1280,0,None,INS_EMP_05,1,0.0
INS_00326,ORD_00326,Wiring Harness,Plant_Ahmedabad,2024-06-14,1581,2,Surface Finish,INS_EMP_03,0,0.0013
INS_00327,ORD_00327,Sensor Array,Plant_Chennai,2024-06-18,1266,50,Dimensional,INS_EMP_07,1,0.0395
INS_00328,ORD_00328,Brake Assembly,Plant_Delhi,2024-08-21,798,51,Surface Finish,INS_EMP_03,0,0.0639
INS_00329,ORD_00329,Control Panel,Plant_Chennai,2023-01-26,491,22,Functional,INS_EMP_08,1,0.0448
INS_00330,ORD_00330,Gear Box,Plant_Chennai,2024-04-03,873,0,None,INS_EMP_09,1,0.0
INS_00331,ORD_00331,Sensor Array,Plant_Ahmedabad,2023-04-10,1936,0,None,INS_EMP_08,1,0.0
INS_00332,ORD_00332,Clutch Kit,Plant_Delhi,2023-12-09,945,73,Functional,INS_EMP_03,0,0.0772
INS_00333,ORD_00333,Brake Assembly,Plant_Delhi,2024-05-01,1296,76,Surface Finish,INS_EMP_10,1,0.0586
INS_00334,ORD_00334,Gear Box,Plant_Chennai,2023-07-05,760,11,Functional,INS_EMP_07,0,0.0145
INS_00335,ORD_00335,Control Panel,Plant_Delhi,2023-05-28,1892,62,Surface Finish,INS_EMP_07,0,0.0328
INS_00336,ORD_00336,Suspension Unit,Plant_Pune,2024-10-09,1066,19,Dimensional,INS_EMP_08,1,0.0178
INS_00337,ORD_00337,Clutch Kit,Plant_Delhi,2023-10-16,260,17,Functional,INS_EMP_03,0,0.0654
INS_00338,ORD_00338,Drive Shaft,Plant_Ahmedabad,2023-09-12,1016,60,Functional,INS_EMP_08,0,0.0591
INS_00339,ORD_00339,Suspension Unit,Plant_Chennai,2023-09-28,1925,0,None,INS_EMP_03,1,0.0
INS_00340,ORD_00340,PCB Assembly,Plant_Delhi,2024-11-24,417,29,Dimensional,INS_EMP_02,0,0.0695
INS_00341,ORD_00341,Hydraulic Pump,Plant_Chennai,2023-11-28,226,6,Functional,INS_EMP_04,0,0.0265
INS_00342,ORD_00342,Control Panel,Plant_Pune,2024-05-04,1261,25,Surface Finish,INS_EMP_07,0,0.0198
INS_00343,ORD_00343,Sensor Array,Plant_Delhi,2024-02-27,527,42,Dimensional,INS_EMP_10,0,0.0797
INS_00344,ORD_00344,Gear Box,Plant_Chennai,2023-04-26,1135,46,Dimensional,INS_EMP_09,0,0.0405
INS_00345,ORD_00345,Brake Assembly,Plant_Delhi,2023-09-25,1114,0,None,INS_EMP_10,1,0.0
INS_00346,ORD_00346,Gear Box,Plant_Pune,2024-11-12,857,1,Assembly Error,INS_EMP_06,0,0.0012
INS_00347,ORD_00347,Wiring Harness,Plant_Chennai,2023-12-17,854,14,Assembly Error,INS_EMP_02,1,0.0164
INS_00348,ORD_00348,Gear Box,Plant_Ahmedabad,2023-08-03,1647,96,Surface Finish,INS_EMP_06,0,0.0583
INS_00349,ORD_00349,Hydraulic Pump,Plant_Ahmedabad,2024-02-27,1147,0,None,INS_EMP_06,1,0.0
INS_00350,ORD_00350,Drive Shaft,Plant_Pune,2023-04-11,1703,0,None,INS_EMP_08,1,0.0
INS_00351,ORD_00351,Hydraulic Pump,Plant_Chennai,2023-04-29,558,11,Assembly Error,INS_EMP_02,1,0.0197
INS_00352,ORD_00352,Wiring Harness,Plant_Delhi,2024-03-20,976,0,None,INS_EMP_09,1,0.0
INS_00353,ORD_00353,PCB Assembly,Plant_Chennai,2023-01-17,1750,13,Dimensional,INS_EMP_06,0,0.0074
INS_00354,ORD_00354,Clutch Kit,Plant_Ahmedabad,2024-09-03,1928,137,Assembly Error,INS_EMP_10,0,0.0711
INS_00355,ORD_00355,PCB Assembly,Plant_Ahmedabad,2023-12-12,137,9,Dimensional,INS_EMP_07,0,0.0657
INS_00356,ORD_00356,Hydraulic Pump,Plant_Chennai,2024-02-20,923,0,None,INS_EMP_10,1,0.0
INS_00357,ORD_00357,PCB Assembly,Plant_Ahmedabad,2023-02-27,1318,23,Assembly Error,INS_EMP_09,1,0.0175
INS_00358,ORD_00358,Clutch Kit,Plant_Delhi,2023-10-29,331,10,Functional,INS_EMP_01,0,0.0302
INS_00359,ORD_00359,Sensor Array,Plant_Ahmedabad,2024-05-26,1650,0,None,INS_EMP_03,1,0.0
INS_00360,ORD_00360,Drive Shaft,Plant_Ahmedabad,2023-02-09,1272,93,Surface Finish,INS_EMP_08,0,0.0731
INS_00361,ORD_00361,Control Panel,Plant_Delhi,2024-08-31,376,2,Dimensional,INS_EMP_03,0,0.0053
INS_00362,ORD_00362,Clutch Kit,Plant_Chennai,2024-02-16,1965,0,None,INS_EMP_05,1,0.0
INS_00363,ORD_00363,Suspension Unit,Plant_Pune,2023-02-23,1484,0,None,INS_EMP_03,1,0.0
INS_00364,ORD_00364,Clutch Kit,Plant_Delhi,2023-11-21,1054,18,Surface Finish,INS_EMP_03,0,0.0171
INS_00365,ORD_00365,Gear Box,Plant_Chennai,2023-01-14,1929,23,Functional,INS_EMP_05,1,0.0119
INS_00366,ORD_00366,Sensor Array,Plant_Delhi,2023-06-22,1493,36,Assembly Error,INS_EMP_04,0,0.0241
INS_00367,ORD_00367,PCB Assembly,Plant_Ahmedabad,2024-08-29,739,0,None,INS_EMP_02,1,0.0
INS_00368,ORD_00368,Clutch Kit,Plant_Pune,2025-01-14,1470,54,Dimensional,INS_EMP_06,0,0.0367
INS_00369,ORD_00369,PCB Assembly,Plant_Delhi,2024-12-18,310,22,Dimensional,INS_EMP_03,0,0.071
INS_00370,ORD_00370,Gear Box,Plant_Chennai,2023-12-20,1302,5,Surface Finish,INS_EMP_04,0,0.0038
INS_00371,ORD_00371,Wiring Harness,Plant_Delhi,2024-01-04,393,30,Functional,INS_EMP_03,0,0.0763
INS_00372,ORD_00372,Drive Shaft,Plant_Ahmedabad,2023-10-08,188,3,Surface Finish,INS_EMP_08,1,0.016
INS_00373,ORD_00373,Brake Assembly,Plant_Ahmedabad,2023-07-06,1059,17,Functional,INS_EMP_02,0,0.0161
INS_00374,ORD_00374,Sensor Array,Plant_Chennai,2023-07-03,200,7,Functional,INS_EMP_01,0,0.035
INS_00375,ORD_00375,Brake Assembly,Plant_Chennai,2023-12-25,1868,0,None,INS_EMP_02,1,0.0
INS_00376,ORD_00376,PCB Assembly,Plant_Pune,2024-06-03,113,6,Assembly Error,INS_EMP_01,1,0.0531
INS_00377,ORD_00377,Hydraulic Pump,Plant_Chennai,2023-12-15,439,26,Functional,INS_EMP_04,0,0.0592
INS_00378,ORD_00378,Drive Shaft,Plant_Chennai,2023-04-13,854,45,Dimensional,INS_EMP_10,0,0.0527
INS_00379,ORD_00379,Brake Assembly,Plant_Delhi,2023-04-12,1737,117,Assembly Error,INS_EMP_08,1,0.0674
INS_00380,ORD_00380,Wiring Harness,Plant_Ahmedabad,2024-10-27,217,4,Assembly Error,INS_EMP_10,0,0.0184
INS_00381,ORD_00381,Gear Box,Plant_Ahmedabad,2024-11-08,843,10,Surface Finish,INS_EMP_01,0,0.0119
INS_00382,ORD_00382,Gear Box,Plant_Delhi,2024-04-12,589,0,None,INS_EMP_02,1,0.0
INS_00383,ORD_00383,Control Panel,Plant_Ahmedabad,2024-07-24,1599,88,Assembly Error,INS_EMP_02,1,0.055
INS_00384,ORD_00384,Control Panel,Plant_Pune,2024-08-19,1025,49,Functional,INS_EMP_10,0,0.0478
INS_00385,ORD_00385,Brake Assembly,Plant_Ahmedabad,2023-07-05,483,38,Surface Finish,INS_EMP_09,0,0.0787
INS_00386,ORD_00386,Brake Assembly,Plant_Ahmedabad,2024-09-12,704,51,Dimensional,INS_EMP_01,1,0.0724
INS_00387,ORD_00387,Suspension Unit,Plant_Ahmedabad,2024-08-01,1804,139,Surface Finish,INS_EMP_05,0,0.0771
INS_00388,ORD_00388,Brake Assembly,Plant_Delhi,2023-06-10,1210,0,None,INS_EMP_07,1,0.0
INS_00389,ORD_00389,Wiring Harness,Plant_Delhi,2024-01-04,590,11,Assembly Error,INS_EMP_03,0,0.0186
INS_00390,ORD_00390,PCB Assembly,Plant_Chennai,2024-02-24,1316,16,Surface Finish,INS_EMP_07,1,0.0122
INS_00391,ORD_00391,Hydraulic Pump,Plant_Chennai,2024-05-12,1887,129,Dimensional,INS_EMP_01,1,0.0684
INS_00392,ORD_00392,Hydraulic Pump,Plant_Ahmedabad,2023-08-29,665,36,Assembly Error,INS_EMP_06,1,0.0541
INS_00393,ORD_00393,Control Panel,Plant_Chennai,2023-07-29,482,30,Assembly Error,INS_EMP_01,1,0.0622
INS_00394,ORD_00394,Suspension Unit,Plant_Delhi,2023-06-17,687,45,Surface Finish,INS_EMP_07,0,0.0655
INS_00395,ORD_00395,Clutch Kit,Plant_Chennai,2023-08-23,168,10,Dimensional,INS_EMP_09,1,0.0595
INS_00396,ORD_00396,Sensor Array,Plant_Ahmedabad,2024-06-16,1351,47,Functional,INS_EMP_01,1,0.0348
INS_00397,ORD_00397,Hydraulic Pump,Plant_Delhi,2023-07-31,1021,0,None,INS_EMP_05,1,0.0
INS_00398,ORD_00398,Clutch Kit,Plant_Pune,2024-02-04,383,10,Functional,INS_EMP_01,1,0.0261
INS_00399,ORD_00399,Wiring Harness,Plant_Pune,2024-11-14,1101,51,Assembly Error,INS_EMP_04,1,0.0463
INS_00400,ORD_00400,PCB Assembly,Plant_Ahmedabad,2023-01-19,566,0,None,INS_EMP_04,1,0.0
INS_00401,ORD_00401,PCB Assembly,Plant_Delhi,2023-09-25,1005,73,Surface Finish,INS_EMP_07,1,0.0726
INS_00402,ORD_00402,Hydraulic Pump,Plant_Chennai,2024-12-08,1769,78,Dimensional,INS_EMP_10,1,0.0441
INS_00403,ORD_00403,Hydraulic Pump,Plant_Pune,2023-03-20,616,30,Surface Finish,INS_EMP_04,0,0.0487
INS_00404,ORD_00404,Sensor Array,Plant_Pune,2023-09-08,1699,99,Surface Finish,INS_EMP_03,1,0.0583
INS_00405,ORD_00405,Suspension Unit,Plant_Pune,2023-11-10,1907,23,Dimensional,INS_EMP_05,0,0.0121
INS_00406,ORD_00406,Control Panel,Plant_Chennai,2024-12-23,1357,28,Functional,INS_EMP_07,0,0.0206
INS_00407,ORD_00407,Gear Box,Plant_Chennai,2023-07-17,249,18,Functional,INS_EMP_06,1,0.0723
INS_00408,ORD_00408,Sensor Array,Plant_Chennai,2024-01-09,1574,13,Surface Finish,INS_EMP_09,0,0.0083
INS_00409,ORD_00409,Suspension Unit,Plant_Delhi,2024-05-19,291,0,None,INS_EMP_08,1,0.0
INS_00410,ORD_00410,Drive Shaft,Plant_Pune,2024-06-02,1826,0,None,INS_EMP_10,1,0.0
INS_00411,ORD_00411,Sensor Array,Plant_Pune,2024-01-02,1216,95,Dimensional,INS_EMP_10,1,0.0781
INS_00412,ORD_00412,Hydraulic Pump,Plant_Pune,2023-12-30,412,16,Surface Finish,INS_EMP_05,0,0.0388
INS_00413,ORD_00413,PCB Assembly,Plant_Ahmedabad,2023-06-30,1658,0,None,INS_EMP_10,1,0.0
INS_00414,ORD_00414,Drive Shaft,Plant_Chennai,2024-05-18,59,3,Assembly Error,INS_EMP_04,0,0.0508
INS_00415,ORD_00415,Hydraulic Pump,Plant_Pune,2023-02-12,58,0,None,INS_EMP_06,1,0.0
INS_00416,ORD_00416,Hydraulic Pump,Plant_Ahmedabad,2024-06-20,676,9,Surface Finish,INS_EMP_05,1,0.0133
INS_00417,ORD_00417,Wiring Harness,Plant_Chennai,2024-07-03,938,47,Surface Finish,INS_EMP_01,1,0.0501
INS_00418,ORD_00418,Drive Shaft,Plant_Pune,2024-02-21,517,0,None,INS_EMP_04,1,0.0
INS_00419,ORD_00419,Control Panel,Plant_Delhi,2025-01-21,1672,63,Surface Finish,INS_EMP_05,0,0.0377
INS_00420,ORD_00420,PCB Assembly,Plant_Ahmedabad,2024-11-14,1388,104,Dimensional,INS_EMP_04,0,0.0749
INS_00421,ORD_00421,Hydraulic Pump,Plant_Ahmedabad,2024-07-25,1021,47,Dimensional,INS_EMP_09,1,0.046
INS_00422,ORD_00422,Control Panel,Plant_Delhi,2023-10-26,1290,4,Assembly Error,INS_EMP_06,1,0.0031
INS_00423,ORD_00423,Clutch Kit,Plant_Chennai,2023-05-07,456,30,Functional,INS_EMP_07,1,0.0658
INS_00424,ORD_00424,Sensor Array,Plant_Pune,2023-06-18,1172,43,Assembly Error,INS_EMP_08,1,0.0367
INS_00425,ORD_00425,Gear Box,Plant_Delhi,2024-11-23,1907,0,None,INS_EMP_05,1,0.0
INS_00426,ORD_00426,Hydraulic Pump,Plant_Ahmedabad,2023-04-25,1369,26,Functional,INS_EMP_06,0,0.019
INS_00427,ORD_00427,PCB Assembly,Plant_Delhi,2023-07-28,130,6,Assembly Error,INS_EMP_10,1,0.0462
INS_00428,ORD_00428,Wiring Harness,Plant_Chennai,2023-02-09,333,13,Functional,INS_EMP_07,1,0.039
INS_00429,ORD_00429,PCB Assembly,Plant_Ahmedabad,2023-12-25,283,14,Dimensional,INS_EMP_04,1,0.0495
INS_00430,ORD_00430,Brake Assembly,Plant_Ahmedabad,2023-05-03,1475,11,Surface Finish,INS_EMP_03,1,0.0075
INS_00431,ORD_00431,Suspension Unit,Plant_Delhi,2024-08-29,947,48,Functional,INS_EMP_01,0,0.0507
INS_00432,ORD_00432,Sensor Array,Plant_Delhi,2024-05-20,1867,0,None,INS_EMP_06,1,0.0
INS_00433,ORD_00433,Brake Assembly,Plant_Ahmedabad,2024-08-11,1421,0,None,INS_EMP_05,1,0.0
INS_00434,ORD_00434,Suspension Unit,Plant_Delhi,2024-01-14,1435,0,None,INS_EMP_02,1,0.0
INS_00435,ORD_00435,Wiring Harness,Plant_Chennai,2024-07-01,1011,24,Functional,INS_EMP_07,0,0.0237
INS_00436,ORD_00436,Clutch Kit,Plant_Delhi,2023-10-16,1088,48,Functional,INS_EMP_10,1,0.0441
INS_00437,ORD_00437,Wiring Harness,Plant_Delhi,2024-08-26,230,10,Assembly Error,INS_EMP_08,0,0.0435
INS_00438,ORD_00438,Suspension Unit,Plant_Chennai,2024-03-02,1191,31,Dimensional,INS_EMP_01,1,0.026
INS_00439,ORD_00439,Clutch Kit,Plant_Ahmedabad,2023-08-23,1425,18,Functional,INS_EMP_04,1,0.0126
INS_00440,ORD_00440,Brake Assembly,Plant_Delhi,2024-10-18,1018,0,None,INS_EMP_02,1,0.0
INS_00441,ORD_00441,Control Panel,Plant_Chennai,2023-12-30,1749,47,Functional,INS_EMP_07,0,0.0269
INS_00442,ORD_00442,Brake Assembly,Plant_Chennai,2023-07-06,337,2,Functional,INS_EMP_05,0,0.0059
INS_00443,ORD_00443,Sensor Array,Plant_Delhi,2023-07-18,1955,41,Surface Finish,INS_EMP_07,0,0.021
INS_00444,ORD_00444,Wiring Harness,Plant_Pune,2024-11-08,1426,100,Functional,INS_EMP_06,1,0.0701
