order_id,order_date,delivery_date,customer,product,plant,supplier_id,quantity,unit_price,discount_pct,revenue,status
ORD_00516,2023-01-29,2023-02-16,Maruti Suzuki,Clutch Kit,Plant_Chennai,SUP_014,288,2210.99,0.057,600469.51,Delivered
ORD_00517,2024-06-12,2024-07-02,JCB,Brake Assembly,Plant_Ahmedabad,SUP_011,69,5666.38,0.04,375341.01,Delivered
ORD_00518,2024-07-21,2024-07-29,Mahindra,Hydraulic Pump,Plant_Pune,SUP_007,1025,2648.21,0.033,2624839.55,Pending
ORD_00519,2023-07-24,2023-08-03,Maruti Suzuki,Clutch Kit,Plant_Pune,SUP_020,1556,2088.04,0.04,3119030.63,Delivered
ORD_00520,2023-06-09,2023-07-06,Tata Motors,Suspension Unit,Plant_Delhi,SUP_018,268,1135.05,0.012,300543.08,Delivered
ORD_00521,2024-05-08,2024-05-22,Mahindra,Hydraulic Pump,Plant_Ahmedabad,SUP_006,1321,2660.25,0.135,3039774.57,Cancelled
ORD_00522,2023-10-14,2023-10-29,Hero MotoCorp,PCB Assembly,Plant_Ahmedabad,SUP_018,504,6051.32,0.019,2991917.84,Delivered
ORD_00523,2024-05-29,2024-06-12,Tata Motors,Brake Assembly,Plant_Ahmedabad,SUP_011,856,6911.12,0.116,5229672.15,Delivered
ORD_00524,2023-01-13,2023-02-06,BMW,Suspension Unit,Plant_Chennai,SUP_006,481,3159.54,0.015,1496942.66,Cancelled
ORD_00525,2023-09-27,2023-10-07,BMW,Gear Box,Plant_Ahmedabad,SUP_014,601,3876.49,0.092,2115431.6,Delivered
ORD_00526,2024-03-05,2024-03-30,JCB,Wiring Harness,Plant_Pune,SUP_019,1590,3104.02,0.128,4303661.65,Delivered
ORD_00527,2024-08-12,2024-09-05,Maruti Suzuki,Control Panel,Plant_Ahmedabad,SUP_013,518,6550.69,0.108,3026785.62,Delivered
ORD_00528,2023-05-30,2023-06-27,Denso,PCB Assembly,Plant_Ahmedabad,SUP_005,1562,1366.47,0.121,1876160.58,Cancelled
ORD_00529,2024-06-30,2024-07-26,Hero MotoCorp,Suspension Unit,Plant_Delhi,SUP_013,696,6325.6,0.045,4204499.81,Delivered
ORD_00530,2024-12-08,2024-12-16,Gestamp,Wiring Harness,Plant_Chennai,SUP_009,172,1880.65,0.038,311179.87,Delivered
ORD_00531,2024-01-04,2024-01-24,Sona Comstar,PCB Assembly,Plant_Delhi,SUP_012,1191,7468.39,0.039,8547953.24,Cancelled
ORD_00532,2023-07-23,2023-08-13,JCB,Sensor Array,Plant_Chennai,SUP_017,1229,5268.95,0.081,5951020.85,Pending
ORD_00533,2024-04-02,2024-04-07,Denso,Gear Box,Plant_Chennai,SUP_014,830,4986.58,0.07,3849141.1,Cancelled
ORD_00534,2024-08-08,2024-08-23,BMW,Clutch Kit,Plant_Chennai,SUP_011,1788,7275.17,0.012,12851907.91,Delivered
ORD_00535,2024-12-28,2025-01-08,Tata Motors,Sensor Array,Plant_Ahmedabad,SUP_014,1289,5228.23,0.041,6462881.74,Delivered
ORD_00536,2023-07-08,2023-08-07,JCB,Brake Assembly,Plant_Pune,SUP_006,97,1175.31,0.035,110014.89,Pending
ORD_00537,2023-04-16,2023-04-22,Sona Comstar,Drive Shaft,Plant_Ahmedabad,SUP_017,180,7506.99,0.071,1255318.87,Delivered
ORD_00538,2023-04-17,2023-04-28,Bosch,Hydraulic Pump,Plant_Pune,SUP_008,1315,1411.14,0.098,1673795.49,Delivered
ORD_00539,2024-03-29,2024-04-21,Sona Comstar,Drive Shaft,Plant_Chennai,SUP_011,308,1223.96,0.126,329480.24,Pending
ORD_00540,2024-04-23,2024-05-23,Denso,Control Panel,Plant_Pune,SUP_019,1157,7491.89,0.082,7957331.16,Cancelled
ORD_00541,2024-04-12,2024-05-05,Hero MotoCorp,Control Panel,Plant_Chennai,SUP_012,1583,5159.64,0.085,7473454.76,Pending
ORD_00542,2024-07-06,2024-07-16,Bosch,Hydraulic Pump,Plant_Pune,SUP_010,1698,898.52,0.046,1455505.36,Delivered
ORD_00543,2023-01-01,2023-01-20,JCB,Wiring Harness,Plant_Delhi,SUP_016,1719,6114.69,0.02,10300929.07,Pending
ORD_00544,2023-11-03,2023-11-06,Maruti Suzuki,Drive Shaft,Plant_Chennai,SUP_007,1618,3557.4,0.044,5502614.78,Pending
ORD_00545,2024-07-28,2024-08-13,Bosch,PCB Assembly,Plant_Pune,SUP_009,858,2149.19,0.107,1646696.48,Delivered
ORD_00546,2024-03-08,2024-03-31,Mahindra,Hydraulic Pump,Plant_Chennai,SUP_018,540,4229.56,0.12,2009886.91,Delivered
ORD_00547,2024-02-27,2024-03-07,Gestamp,Wiring Harness,Plant_Ahmedabad,SUP_009,1797,734.02,0.02,1292653.26,Cancelled
ORD_00548,2024-05-18,2024-05-27,Hero MotoCorp,Drive Shaft,Plant_Pune,SUP_004,706,351.28,0.007,246267.65,Delivered
ORD_00549,2023-10-03,2023-10-10,Gestamp,Gear Box,Plant_Delhi,SUP_016,1514,3619.65,0.001,5474669.95,Delivered
ORD_00550,2023-12-17,2024-01-02,BMW,Wiring Harness,Plant_Delhi,SUP_011,688,6328.66,0.075,4027559.22,Delivered
ORD_00551,2023-05-30,2023-06-03,Tata Motors,Gear Box,Plant_Pune,SUP_009,595,6250.09,0.011,3677896.71,Pending
ORD_00552,2023-01-13,2023-01-19,Tata Motors,Clutch Kit,Plant_Delhi,SUP_007,1623,5774.52,0.058,8828467.29,Pending
ORD_00553,2023-04-07,2023-04-26,JCB,Sensor Array,Plant_Pune,SUP_002,1413,7860.5,0.071,10318297.56,Cancelled
ORD_00554,2024-06-17,2024-06-23,BMW,Drive Shaft,Plant_Pune,SUP_004,568,3953.59,0.045,2144585.36,Delivered
ORD_00555,2024-10-10,2024-10-26,Mahindra,Brake Assembly,Plant_Ahmedabad,SUP_008,714,317.53,0.119,199737.17,Delivered
ORD_00556,2023-02-13,2023-03-06,Denso,Sensor Array,Plant_Delhi,SUP_008,1654,5587.86,0.103,8290361.43,Delivered
ORD_00557,2024-05-26,2024-05-31,Sona Comstar,Drive Shaft,Plant_Chennai,SUP_005,1454,5025.43,0.14,6283998.69,Cancelled
ORD_00558,2023-04-20,2023-04-27,BMW,Wiring Harness,Plant_Pune,SUP_001,1049,2014.86,0.147,1802890.68,Pending
ORD_00559,2024-01-02,2024-01-28,Tata Motors,Control Panel,Plant_Chennai,SUP_018,325,2155.43,0.006,696311.66,Pending
ORD_00560,2023-07-14,2023-08-04,Tata Motors,Hydraulic Pump,Plant_Pune,SUP_003,432,4440.24,0.049,1824192.68,Cancelled
ORD_00561,2023-06-08,2023-06-25,Tata Motors,Drive Shaft,Plant_Ahmedabad,SUP_006,655,6591.46,0.081,3967696.39,Delivered
ORD_00562,2024-09-26,2024-10-26,Gestamp,Control Panel,Plant_Ahmedabad,SUP_007,795,6252.93,0.036,4792120.49,Cancelled
ORD_00563,2024-11-30,2024-12-18,BMW,PCB Assembly,Plant_Chennai,SUP_004,1618,4501.45,0.092,6613278.26,Delivered
ORD_00564,2024-06-19,2024-07-13,Denso,Drive Shaft,Plant_Pune,SUP_004,186,541.46,0.141,86511.23,Pending
ORD_00565,2023-07-16,2023-07-22,Tata Motors,Control Panel,Plant_Chennai,SUP_002,115,4653.9,0.125,468298.69,Delivered
ORD_00566,2023-08-15,2023-09-06,Maruti Suzuki,Wiring Harness,Plant_Delhi,SUP_015,1520,752.82,0.14,984086.3,Delivered
ORD_00567,2024-01-05,2024-01-25,BMW,Drive Shaft,Plant_Chennai,SUP_017,1572,7518.3,0.062,11086004.01,Delivered
ORD_00568,2023-03-14,2023-04-12,Hero MotoCorp,Brake Assembly,Plant_Delhi,SUP_008,672,807.9,0.032,525535.72,Cancelled
ORD_00569,2024-01-30,2024-02-08,Denso,Control Panel,Plant_Ahmedabad,SUP_004,445,4304.3,0.037,1844543.2,Cancelled
ORD_00570,2024-01-02,2024-01-26,Gestamp,Gear Box,Plant_Pune,SUP_018,989,5679.89,0.064,5257896.89,Pending
ORD_00571,2024-05-31,2024-06-13,Tata Motors,Sensor Array,Plant_Chennai,SUP_018,1396,1433.78,0.15,1701323.35,Delivered
ORD_00572,2024-01-16,2024-02-01,BMW,Suspension Unit,Plant_Pune,SUP_019,1615,5139.28,0.124,7270744.99,Cancelled
ORD_00573,2023-08-08,2023-08-23,BMW,Wiring Harness,Plant_Ahmedabad,SUP_013,1618,4491.86,0.112,6453832.58,Delivered
ORD_00574,2023-02-05,2023-02-17,JCB,Drive Shaft,Plant_Chennai,SUP_008,1270,327.16,0.02,407183.34,Delivered
ORD_00575,2023-11-19,2023-11-22,JCB,Control Panel,Plant_Pune,SUP_004,1630,6611.13,0.103,9666199.28,Delivered
ORD_00576,2024-04-16,2024-04-30,Mahindra,Clutch Kit,Plant_Pune,SUP_009,369,1279.58,0.055,446195.94,Delivered
ORD_00577,2023-04-05,2023-04-26,Gestamp,Sensor Array,Plant_Ahmedabad,SUP_006,868,4638.71,0.033,3893529.07,Pending
ORD_00578,2024-12-07,2025-01-01,JCB,Drive Shaft,Plant_Ahmedabad,SUP_003,1230,6592.22,0.014,7994912.57,Delivered
ORD_00579,2023-12-09,2023-12-23,Gestamp,Clutch Kit,Plant_Delhi,SUP_013,1851,6573.71,0.062,11413525.1,Delivered
ORD_00580,2023-11-09,2023-11-28,BMW,Control Panel,Plant_Pune,SUP_005,134,2690.67,0.085,329903.05,Delivered
ORD_00581,2024-11-20,2024-12-16,Mahindra,Control Panel,Plant_Delhi,SUP_008,854,7774.11,0.113,5888872.78,Pending
ORD_00582,2023-10-24,2023-11-21,Tata Motors,Suspension Unit,Plant_Delhi,SUP_018,857,1354.5,0.05,1102766.18,Pending
ORD_00583,2023-09-26,2023-10-01,Denso,Gear Box,Plant_Ahmedabad,SUP_018,866,4114.22,0.116,3149616.44,Delivered
ORD_00584,2024-05-14,2024-05-29,Hero MotoCorp,Clutch Kit,Plant_Pune,SUP_003,1385,4656.38,0.084,5907363.05,Delivered
ORD_00585,2024-03-16,2024-03-29,Bosch,PCB Assembly,Plant_Chennai,SUP_012,1452,7408.28,0.013,10616983.87,Delivered
ORD_00586,2023-11-25,2023-12-09,Denso,Sensor Array,Plant_Ahmedabad,SUP_020,1266,5312.2,0.115,5951842.0,Delivered
ORD_00587,2024-03-27,2024-03-31,BMW,Gear Box,Plant_Delhi,SUP_004,1942,6581.74,0.03,12398286.91,Delivered
ORD_00588,2023-09-06,2023-09-28,JCB,Drive Shaft,Plant_Chennai,SUP_004,1947,1351.88,0.125,2303096.57,Delivered
ORD_00589,2024-04-05,2024-04-23,Maruti Suzuki,Clutch Kit,Plant_Chennai,SUP_018,96,2788.64,0.111,237993.69,Pending
ORD_00590,2024-09-29,2024-10-25,Bosch,Suspension Unit,Plant_Delhi,SUP_009,339,5621.55,0.1,1715134.91,Delivered
ORD_00591,2023-03-03,2023-03-15,Sona Comstar,Wiring Harness,Plant_Delhi,SUP_003,461,6355.67,0.093,2657477.23,Pending
ORD_00592,2024-11-07,2024-11-18,Gestamp,Drive Shaft,Plant_Chennai,SUP_013,1407,6846.25,0.099,8679039.05,Delivered
ORD_00593,2024-01-25,2024-02-13,Mahindra,Control Panel,Plant_Delhi,SUP_006,1503,976.91,0.047,1399285.83,Delivered
ORD_00594,2024-05-27,2024-06-13,Maruti Suzuki,Control Panel,Plant_Chennai,SUP_011,1198,7425.53,0.003,8869097.59,Pending
ORD_00595,2024-02-07,2024-03-04,BMW,Hydraulic Pump,Plant_Pune,SUP_017,371,343.3,0.103,114245.78,Delivered
ORD_00596,2023-03-05,2023-03-28,Sona Comstar,Control Panel,Plant_Chennai,SUP_008,577,7053.68,0.134,3524596.93,Delivered
ORD_00597,2023-12-16,2023-12-31,Hero MotoCorp,Suspension Unit,Plant_Pune,SUP_014,1395,1270.63,0.109,1579323.21,Delivered
ORD_00598,2024-08-09,2024-08-16,BMW,Wiring Harness,Plant_Pune,SUP_007,923,7770.19,0.136,6196508.96,Delivered
ORD_00599,2024-08-17,2024-09-06,JCB,Control Panel,Plant_Pune,SUP_014,1450,6440.82,0.129,8134433.62,Delivered
ORD_00600,2024-11-02,2024-11-23,Hero MotoCorp,Brake Assembly,Plant_Pune,SUP_011,1928,1432.77,0.01,2734756.75,Delivered
ORD_00601,2023-01-31,2023-02-27,Bosch,Hydraulic Pump,Plant_Ahmedabad,SUP_009,702,7065.03,0.062,4652152.69,Delivered
ORD_00602,2023-07-12,2023-07-18,Mahindra,Suspension Unit,Plant_Chennai,SUP_020,319,1641.02,0.114,463808.05,Cancelled
ORD_00603,2024-09-19,2024-09-29,BMW,Brake Assembly,Plant_Ahmedabad,SUP_005,1271,2011.02,0.103,2292737.76,Cancelled
ORD_00604,2024-09-11,2024-09-29,Bosch,Wiring Harness,Plant_Ahmedabad,SUP_005,1508,5266.63,0.028,7719699.85,Delivered
ORD_00605,2023-07-17,2023-07-27,JCB,PCB Assembly,Plant_Pune,SUP_007,116,3387.0,0.145,335922.66,Delivered
ORD_00606,2023-03-09,2023-03-17,Mahindra,Wiring Harness,Plant_Chennai,SUP_015,1948,7646.65,0.066,13912559.7,Delivered
ORD_00607,2024-03-13,2024-03-28,Bosch,Sensor Array,Plant_Ahmedabad,SUP_020,1639,526.24,0.11,767631.55,Cancelled
ORD_00608,2024-08-31,2024-09-20,Sona Comstar,Control Panel,Plant_Delhi,SUP_015,1125,5202.87,0.106,5232786.5,Pending
ORD_00609,2023-02-13,2023-02-23,Sona Comstar,Control Panel,Plant_Ahmedabad,SUP_017,1112,4395.38,0.148,4164288.5,Delivered
ORD_00610,2023-07-14,2023-07-26,JCB,Wiring Harness,Plant_Pune,SUP_014,950,3304.71,0.046,2995058.67,Delivered
ORD_00611,2024-09-19,2024-09-23,Tata Motors,Brake Assembly,Plant_Delhi,SUP_006,1463,4232.36,0.021,6061911.88,Cancelled
ORD_00612,2024-12-13,2025-01-02,Sona Comstar,Gear Box,Plant_Ahmedabad,SUP_019,327,3265.92,0.049,1015626.0,Delivered
ORD_00613,2024-04-10,2024-04-15,Denso,Brake Assembly,Plant_Delhi,SUP_004,562,2727.78,0.097,1384310.16,Pending
ORD_00614,2024-10-11,2024-10-25,Hero MotoCorp,Suspension Unit,Plant_Pune,SUP_013,224,4285.77,0.058,904331.76,Cancelled
ORD_00615,2024-01-25,2024-01-29,Denso,Gear Box,Plant_Pune,SUP_006,1623,1532.9,0.05,2363501.87,Delivered
ORD_00616,2024-03-05,2024-03-17,JCB,Gear Box,Plant_Delhi,SUP_005,683,5895.26,0.144,3446651.97,Delivered
ORD_00617,2023-01-04,2023-01-26,Tata Motors,Control Panel,Plant_Delhi,SUP_020,1617,2174.27,0.069,3273204.76,Pending
ORD_00618,2023-09-01,2023-09-10,Tata Motors,Brake Assembly,Plant_Delhi,SUP_008,1255,5343.87,0.068,6250510.98,Cancelled
ORD_00619,2023-10-12,2023-11-03,Sona Comstar,Gear Box,Plant_Pune,SUP_002,1337,4548.88,0.124,5327702.84,Delivered
ORD_00620,2023-02-07,2023-02-14,Mahindra,Hydraulic Pump,Plant_Chennai,SUP_003,1798,452.97,0.087,743583.77,Delivered
ORD_00621,2023-04-22,2023-05-08,Mahindra,Suspension Unit,Plant_Pune,SUP_015,415,1458.41,0.043,579214.82,Cancelled
ORD_00622,2024-01-04,2024-01-08,Bosch,Brake Assembly,Plant_Ahmedabad,SUP_018,240,6194.39,0.048,1415294.23,Delivered
ORD_00623,2023-10-27,2023-11-14,BMW,Control Panel,Plant_Ahmedabad,SUP_017,325,1151.78,0.129,326040.12,Delivered
ORD_00624,2024-12-13,2024-12-22,Hero MotoCorp,Brake Assembly,Plant_Ahmedabad,SUP_020,1303,653.84,0.086,778685.52,Delivered
ORD_00625,2024-03-13,2024-04-04,Mahindra,Sensor Array,Plant_Pune,SUP_020,1786,2668.61,0.079,4389612.6,Cancelled
ORD_00626,2024-05-23,2024-06-11,Denso,Suspension Unit,Plant_Pune,SUP_010,1543,5128.49,0.074,7327678.82,Delivered
ORD_00627,2023-01-02,2023-01-08,Maruti Suzuki,Suspension Unit,Plant_Ahmedabad,SUP_014,99,3826.11,0.12,333330.7,Delivered
ORD_00628,2023-12-08,2023-12-22,Maruti Suzuki,Hydraulic Pump,Plant_Chennai,SUP_003,1197,6487.14,0.032,7516623.17,Delivered
ORD_00629,2023-11-04,2023-11-23,BMW,Sensor Array,Plant_Ahmedabad,SUP_019,1176,2726.61,0.001,3203286.87,Cancelled
ORD_00630,2023-01-30,2023-02-28,Tata Motors,Wiring Harness,Plant_Delhi,SUP_005,409,1713.32,0.125,613154.4,Pending
ORD_00631,2023-06-09,2023-07-02,BMW,Wiring Harness,Plant_Ahmedabad,SUP_002,993,7158.05,0.081,6532200.21,Cancelled
ORD_00632,2023-11-03,2023-11-24,Sona Comstar,Clutch Kit,Plant_Chennai,SUP_012,1534,5489.94,0.083,7722577.82,Delivered
ORD_00633,2023-06-02,2023-06-13,Hero MotoCorp,Gear Box,Plant_Ahmedabad,SUP_006,1771,443.15,0.148,668665.49,Cancelled
ORD_00634,2023-04-30,2023-05-30,BMW,Drive Shaft,Plant_Chennai,SUP_014,1652,6062.01,0.106,8952909.82,Delivered
ORD_00635,2024-05-23,2024-06-02,Maruti Suzuki,Control Panel,Plant_Chennai,SUP_006,811,3724.87,0.143,2588885.22,Delivered
ORD_00636,2024-01-19,2024-02-16,Tata Motors,Control Panel,Plant_Delhi,SUP_016,126,6266.77,0.137,681436.04,Cancelled
ORD_00637,2023-06-07,2023-06-16,Hero MotoCorp,Hydraulic Pump,Plant_Chennai,SUP_005,746,7404.37,0.11,4916057.42,Delivered
ORD_00638,2024-06-12,2024-07-06,Bosch,Control Panel,Plant_Delhi,SUP_001,321,1800.46,0.005,575057.92,Delivered
ORD_00639,2023-02-15,2023-03-11,Tata Motors,Drive Shaft,Plant_Delhi,SUP_017,1786,4835.44,0.013,8523826.59,Delivered
ORD_00640,2023-01-24,2023-02-14,BMW,Clutch Kit,Plant_Pune,SUP_010,1603,2634.71,0.134,3657499.15,Delivered
ORD_00641,2024-06-29,2024-07-12,Denso,Gear Box,Plant_Chennai,SUP_004,1632,3640.7,0.018,5834673.2,Delivered
ORD_00642,2024-09-29,2024-10-19,Hero MotoCorp,Sensor Array,Plant_Chennai,SUP_005,1102,998.53,0.081,1011249.28,Delivered
ORD_00643,2024-08-10,2024-08-20,BMW,Control Panel,Plant_Ahmedabad,SUP_002,400,755.69,0.092,274466.61,Delivered
ORD_00644,2023-01-30,2023-02-17,Sona Comstar,Brake Assembly,Plant_Ahmedabad,SUP_013,1899,5468.87,0.016,10219217.98,Delivered
ORD_00645,2024-12-22,2025-01-13,Tata Motors,Suspension Unit,Plant_Chennai,SUP_010,1875,4823.5,0.125,7913554.69,Delivered
ORD_00646,2023-07-22,2023-08-16,Tata Motors,Suspension Unit,Plant_Pune,SUP_003,1603,5432.79,0.08,8012061.38,Pending
ORD_00647,2023-04-10,2023-04-27,Tata Motors,Wiring Harness,Plant_Pune,SUP_008,685,5538.93,0.107,3388191.18,Delivered
ORD_00648,2024-09-23,2024-10-04,BMW,Sensor Array,Plant_Ahmedabad,SUP_016,1919,3034.9,0.028,5660901.85,Delivered
ORD_00649,2023-03-08,2023-03-26,Denso,Hydraulic Pump,Plant_Chennai,SUP_020,281,2941.24,0.069,769460.74,Cancelled
ORD_00650,2023-05-11,2023-05-30,Gestamp,Sensor Array,Plant_Delhi,SUP_010,260,3364.35,0.107,781134.78,Cancelled
ORD_00651,2024-04-17,2024-05-02,Hero MotoCorp,Gear Box,Plant_Ahmedabad,SUP_013,1259,3424.85,0.093,3910880.74,Delivered
ORD_00652,2023-12-15,2023-12-24,Bosch,Suspension Unit,Plant_Chennai,SUP_018,1716,5613.67,0.065,9006908.97,Delivered
ORD_00653,2023-06-27,2023-07-21,Mahindra,Wiring Harness,Plant_Delhi,SUP_019,1421,807.58,0.14,986911.21,Cancelled
ORD_00654,2024-04-19,2024-05-02,JCB,PCB Assembly,Plant_Delhi,SUP_020,1186,961.7,0.067,1064157.59,Delivered
ORD_00655,2024-12-02,2024-12-31,Tata Motors,Drive Shaft,Plant_Delhi,SUP_007,1271,6216.48,0.057,7450780.75,Delivered
ORD_00656,2024-08-17,2024-09-13,Denso,Wiring Harness,Plant_Chennai,SUP_013,1352,6516.75,0.114,7806232.36,Cancelled
ORD_00657,2024-08-14,2024-08-31,JCB,Suspension Unit,Plant_Chennai,SUP_014,450,1804.16,0.132,704704.9,Delivered
ORD_00658,2023-04-02,2023-04-23,Denso,Hydraulic Pump,Plant_Delhi,SUP_012,66,4969.63,0.077,302739.92,Cancelled
ORD_00659,2023-02-24,2023-02-27,Gestamp,Hydraulic Pump,Plant_Delhi,SUP_008,1490,4568.24,0.147,5806095.99,Pending
ORD_00660,2024-12-20,2025-01-10,Bosch,PCB Assembly,Plant_Ahmedabad,SUP_018,857,5076.67,0.107,3885180.63,Delivered
ORD_00661,2024-11-09,2024-11-17,BMW,PCB Assembly,Plant_Pune,SUP_010,1022,1284.74,0.083,1204024.92,Delivered
ORD_00662,2023-05-18,2023-05-21,Tata Motors,PCB Assembly,Plant_Pune,SUP_003,196,5257.44,0.022,1007788.16,Delivered
ORD_00663,2024-10-19,2024-11-16,Mahindra,PCB Assembly,Plant_Pune,SUP_015,901,6909.19,0.134,5391006.04,Cancelled
ORD_00664,2024-03-10,2024-03-30,Denso,PCB Assembly,Plant_Delhi,SUP_019,1729,3710.36,0.053,6075206.18,Pending
ORD_00665,2023-08-31,2023-09-25,Mahindra,Sensor Array,Plant_Delhi,SUP_002,1077,2300.15,0.139,2132922.19,Cancelled
ORD_00666,2024-05-09,2024-06-03,Gestamp,Gear Box,Plant_Chennai,SUP_015,804,1082.68,0.072,807800.54,Cancelled
ORD_00667,2023-03-22,2023-04-10,Gestamp,Control Panel,Plant_Chennai,SUP_020,1872,4958.55,0.037,8938956.59,Delivered
ORD_00668,2023-12-18,2024-01-07,Tata Motors,Suspension Unit,Plant_Chennai,SUP_014,1644,284.11,0.068,435315.61,Delivered
ORD_00669,2023-10-29,2023-11-10,JCB,Suspension Unit,Plant_Chennai,SUP_002,393,475.54,0.138,161096.78,Pending
ORD_00670,2024-08-15,2024-08-23,Mahindra,Drive Shaft,Plant_Chennai,SUP_016,1223,602.64,0.149,627211.44,Delivered
ORD_00671,2023-05-10,2023-05-29,Denso,Suspension Unit,Plant_Chennai,SUP_009,207,6841.27,0.042,1356664.89,Delivered
ORD_00672,2023-01-15,2023-02-10,Denso,Wiring Harness,Plant_Chennai,SUP_006,278,4909.81,0.137,1177932.16,Delivered
ORD_00673,2024-12-18,2024-12-28,Sona Comstar,Sensor Array,Plant_Delhi,SUP_005,1043,1610.31,0.079,1546868.62,Cancelled
ORD_00674,2023-06-07,2023-07-06,Bosch,Clutch Kit,Plant_Ahmedabad,SUP_006,1065,6071.54,0.062,6065286.31,Delivered
ORD_00675,2024-08-14,2024-09-09,Gestamp,Drive Shaft,Plant_Pune,SUP_015,1774,2891.59,0.096,4637231.32,Pending
ORD_00676,2024-05-02,2024-05-14,Hero MotoCorp,Clutch Kit,Plant_Ahmedabad,SUP_013,1025,6019.97,0.113,5473206.22,Pending
ORD_00677,2023-09-26,2023-10-03,Tata Motors,PCB Assembly,Plant_Chennai,SUP_017,1136,6988.17,0.002,7922684.0,Delivered
ORD_00678,2023-04-10,2023-04-30,Mahindra,Hydraulic Pump,Plant_Chennai,SUP_009,1355,2959.86,0.127,3501262.79,Delivered
ORD_00679,2023-04-11,2023-04-22,Maruti Suzuki,Suspension Unit,Plant_Pune,SUP_017,1390,4756.58,0.069,6155442.61,Delivered
ORD_00680,2024-11-24,2024-12-19,Sona Comstar,Brake Assembly,Plant_Delhi,SUP_014,418,2643.5,0.002,1102773.03,Delivered
ORD_00681,2024-06-21,2024-06-27,JCB,Hydraulic Pump,Plant_Pune,SUP_002,1453,3678.35,0.033,5168269.35,Delivered
ORD_00682,2024-09-26,2024-10-01,Maruti Suzuki,Suspension Unit,Plant_Delhi,SUP_004,166,7520.34,0.098,1126035.55,Delivered
ORD_00683,2024-09-11,2024-09-18,Mahindra,Gear Box,Plant_Delhi,SUP_006,819,5319.88,0.135,3768789.19,Delivered
ORD_00684,2023-10-29,2023-11-15,JCB,PCB Assembly,Plant_Chennai,SUP_009,1402,7502.22,0.096,9508373.65,Delivered
ORD_00685,2023-03-17,2023-03-28,Sona Comstar,Hydraulic Pump,Plant_Chennai,SUP_006,1641,686.62,0.058,1061392.3,Pending
ORD_00686,2023-03-13,2023-03-31,Tata Motors,Brake Assembly,Plant_Pune,SUP_018,1951,1765.22,0.059,3240751.51,Pending
ORD_00687,2023-08-12,2023-09-03,JCB,Brake Assembly,Plant_Delhi,SUP_003,1367,1028.75,0.066,1313485.37,Delivered
ORD_00688,2024-08-08,2024-09-03,Tata Motors,Gear Box,Plant_Delhi,SUP_002,563,6262.45,0.003,3515182.07,Pending
ORD_00689,2023-09-30,2023-10-07,Sona Comstar,Control Panel,Plant_Ahmedabad,SUP_016,1483,2772.68,0.059,3869283.26,Pending
ORD_00690,2024-02-18,2024-03-19,Hero MotoCorp,Clutch Kit,Plant_Delhi,SUP_013,1540,6291.31,0.118,8545360.55,Pending
ORD_00691,2023-05-05,2023-05-26,JCB,PCB Assembly,Plant_Delhi,SUP_003,1146,7493.33,0.054,8123638.95,Delivered
ORD_00692,2024-07-01,2024-07-31,JCB,Clutch Kit,Plant_Pune,SUP_018,746,827.56,0.069,574761.94,Delivered
ORD_00693,2024-01-29,2024-02-22,Gestamp,Sensor Array,Plant_Ahmedabad,SUP_003,441,2531.19,0.059,1050395.76,Pending
ORD_00694,2023-07-14,2023-07-21,Mahindra,Clutch Kit,Plant_Ahmedabad,SUP_013,123,1706.12,0.108,187188.66,Delivered
ORD_00695,2024-07-07,2024-07-30,Tata Motors,Drive Shaft,Plant_Delhi,SUP_011,680,4097.54,0.145,2382309.76,Delivered
ORD_00696,2023-12-12,2024-01-09,Hero MotoCorp,Wiring Harness,Plant_Pune,SUP_019,1526,533.95,0.018,800141.16,Delivered
ORD_00697,2023-03-15,2023-03-19,Tata Motors,Suspension Unit,Plant_Delhi,SUP_008,1556,1304.41,0.098,1830755.09,Delivered
ORD_00698,2023-01-15,2023-01-23,Gestamp,Wiring Harness,Plant_Pune,SUP_019,1345,589.67,0.046,756623.27,Delivered
ORD_00699,2023-04-19,2023-04-25,Gestamp,Clutch Kit,Plant_Ahmedabad,SUP_011,1068,4840.82,0.092,4694356.15,Pending
ORD_00700,2023-11-29,2023-12-05,Maruti Suzuki,Drive Shaft,Plant_Pune,SUP_011,1451,4692.54,0.021,6665889.15,Delivered
ORD_00701,2023-05-04,2023-05-15,BMW,Control Panel,Plant_Pune,SUP_015,339,6108.89,0.025,2019140.87,Delivered
ORD_00702,2024-08-18,2024-08-22,Mahindra,PCB Assembly,Plant_Pune,SUP_001,323,979.75,0.127,276268.93,Pending
ORD_00703,2023-03-24,2023-03-27,Mahindra,Hydraulic Pump,Plant_Ahmedabad,SUP_016,64,1599.42,0.013,101032.16,Delivered
ORD_00704,2023-07-31,2023-08-07,Maruti Suzuki,Gear Box,Plant_Delhi,SUP_020,1360,2313.41,0.068,2932293.44,Delivered
ORD_00705,2024-05-26,2024-06-17,JCB,Sensor Array,Plant_Ahmedabad,SUP_001,1996,886.57,0.124,1550164.1,Cancelled
ORD_00706,2023-08-30,2023-09-08,Mahindra,Sensor Array,Plant_Pune,SUP_015,290,7895.51,0.147,1953112.31,Delivered
ORD_00707,2023-10-11,2023-10-15,Tata Motors,Wiring Harness,Plant_Pune,SUP_006,446,1078.9,0.022,470603.23,Delivered
